"","squirrel_id","f1","f2","byear","bcert","litter_id","dates","datee","part","longevity"
"1",11994,6,16,2011,"Y",5070,NA,"2016-03-21",NA,NA
"2",12846,6,1,2011,"Y",5070,NA,"2014-08-17",NA,NA
"3",24816,6,6,2019,"Y",9245,NA,NA,NA,NA
"4",12702,6,15,2011,"Y",5102,NA,"2011-08-15",NA,NA
"5",24817,6,6,2019,"Y",9245,NA,NA,NA,NA
"6",12847,6,16,2011,"Y",5102,NA,"2011-05-25",NA,NA
"7",928,6,1,1987,"Y",353,"1987-02-03","1990-08-23",NA,1296
"8",2295,6,5,1987,"Y",353,"1987-02-03","1994-07-19",NA,2722
"9",51,6,7,1987,"Y",351,"1987-02-04","1987-05-25",NA,109
"10",55,6,7,1987,"Y",351,"1987-02-04","1987-05-28",NA,112
"11",203,6,1,1987,"Y",351,"1987-02-04","1987-08-03",NA,179
"12",186,6,1,1987,"Y",326,"1987-02-21","1987-07-27",NA,155
"13",77,6,1,1987,"Y",362,"1987-02-28","1987-06-01",NA,92
"14",224,6,1,1987,"Y",361,"1987-03-06","1987-08-11",NA,157
"15",93,6,5,1987,"Y",331,"1987-03-06","1987-06-15",NA,100
"16",134,6,1,1987,"Y",331,"1987-03-06","1987-06-22",NA,107
"17",881,6,1,1987,"Y",331,"1987-03-06","1990-08-20",NA,1262
"18",83,6,7,1987,"Y",345,"1987-03-08","1987-06-08",NA,91
"19",178,6,1,1987,"Y",345,"1987-03-08","1987-07-20",NA,133
"20",58,6,1,1987,"Y",374,"1987-03-08","1987-06-01",NA,84
"21",54,6,7,1987,"Y",345,"1987-03-08","1987-05-25",NA,77
"22",191,6,1,1987,"Y",346,"1987-03-17","1987-08-03",NA,138
"23",70,6,1,1987,"Y",346,"1987-03-17","1987-06-01",NA,75
"24",1332,6,1,1987,"Y",346,"1987-03-17","1992-06-18",NA,1919
"25",106,6,1,1987,"Y",323,"1987-03-18","1987-06-22",NA,95
"26",133,6,1,1987,"Y",320,"1987-03-18","1987-06-22",NA,95
"27",163,6,1,1987,"Y",320,"1987-03-18","1987-07-13",NA,116
"28",615,6,15,1987,"Y",320,"1987-03-18","1989-08-15",NA,880
"29",234,6,5,1987,"Y",320,"1987-03-18","1988-05-05",NA,413
"30",135,6,1,1987,"Y",322,"1987-03-19","1987-06-22",NA,94
"31",131,6,1,1987,"Y",322,"1987-03-19","1987-06-22",NA,94
"32",62,6,1,1987,"Y",350,"1987-03-19","1987-06-01",NA,73
"33",68,6,1,1987,"Y",350,"1987-03-19","1987-06-01",NA,73
"34",71,6,1,1987,"Y",350,"1987-03-19","1987-06-01",NA,73
"35",81,6,7,1987,"Y",338,"1987-03-19","1987-06-08",NA,80
"36",46,6,7,1987,"Y",322,"1987-03-19","1987-05-18",NA,59
"37",102,6,1,1987,"Y",322,"1987-03-19","1987-06-22",NA,94
"38",57,6,7,1987,"Y",329,"1987-03-24","1987-06-01",NA,68
"39",60,6,7,1987,"Y",329,"1987-03-24","1987-06-01",NA,68
"40",61,6,7,1987,"Y",329,"1987-03-24","1987-06-01",NA,68
"41",80,6,2,1987,"Y",357,"1987-03-25","1987-06-01",NA,67
"42",52,6,7,1987,"Y",330,"1987-03-26","1987-05-25",NA,59
"43",129,6,1,1987,"Y",330,"1987-03-26","1987-06-22",NA,87
"44",50,6,7,1987,"Y",330,"1987-03-26","1987-05-25",NA,59
"45",173,6,1,1987,"Y",352,"1987-03-28","1987-07-13",NA,106
"46",172,6,1,1987,"Y",352,"1987-03-28","1987-07-13",NA,106
"47",204,6,1,1987,"Y",360,"1987-03-30","1987-08-03",NA,125
"48",79,6,7,1987,"Y",319,"1987-03-31","1987-06-01",NA,61
"49",206,6,7,1987,"Y",319,"1987-03-31","1987-08-03",NA,124
"50",235,6,15,1987,"Y",319,"1987-03-31","1988-05-15",NA,410
"51",419,6,1,1987,"Y",319,"1987-03-31","1989-04-29",NA,759
"52",85,6,7,1987,"Y",334,"1987-04-01","1987-06-08",NA,67
"53",132,6,1,1987,"Y",359,"1987-04-01","1987-06-22",NA,81
"54",546,6,3,1987,"Y",359,"1987-04-01","1989-07-01",NA,821
"55",64,6,1,1987,"Y",339,"1987-04-02","1987-06-01",NA,59
"56",74,6,7,1987,"Y",339,"1987-04-02","1987-06-01",NA,59
"57",207,6,1,1987,"Y",315,"1987-04-03","1987-08-03",NA,121
"58",258,6,1,1987,"Y",315,"1987-04-03","1988-05-14",NA,406
"59",385,6,1,1987,"Y",315,"1987-04-03","1988-07-21",NA,474
"60",59,6,1,1987,"Y",325,"1987-04-04","1987-06-01",NA,57
"61",53,6,7,1987,"Y",325,"1987-04-04","1987-05-25",NA,50
"62",201,6,1,1987,"Y",325,"1987-04-04","1987-08-03",NA,120
"63",236,6,5,1987,"Y",327,"1987-04-08","1988-05-05",NA,393
"64",92,6,2,1987,"Y",372,"1987-04-08","1987-06-15",NA,68
"65",82,6,7,1987,"Y",328,"1987-04-10","1987-06-08",NA,59
"66",88,6,7,1987,"Y",328,"1987-04-10","1987-06-08",NA,59
"67",188,6,1,1987,"Y",317,"1987-04-16","1987-07-27",NA,102
"68",94,6,7,1987,"Y",317,"1987-04-16","1987-06-15",NA,60
"69",187,6,1,1987,"Y",321,"1987-04-19","1987-07-27",NA,99
"70",87,6,7,1987,"Y",321,"1987-04-19","1987-06-08",NA,50
"71",49,6,6,1987,"Y",316,"1987-04-22","1987-04-22",NA,0
"72",78,6,3,1987,"Y",316,"1987-04-22","1987-06-01",NA,40
"73",183,6,1,1987,"Y",316,"1987-04-22","1987-07-27",NA,96
"74",41,6,6,1987,"Y",318,"1987-04-23","1987-04-23",NA,0
"75",190,6,1,1987,"Y",318,"1987-04-23","1987-08-03",NA,102
"76",475,6,1,1987,"Y",318,"1987-04-23","1989-05-22",NA,760
"77",37,6,6,1987,"Y",318,"1987-04-23","1987-04-23",NA,0
"78",38,6,6,1987,"Y",318,"1987-04-23","1987-04-23",NA,0
"79",91,6,6,1987,"Y",332,"1987-05-13","1987-05-13",NA,0
"80",84,6,6,1987,"Y",332,"1987-05-13","1987-05-13",NA,0
"81",89,6,6,1987,"Y",332,"1987-05-13","1987-05-13",NA,0
"82",90,6,6,1987,"Y",332,"1987-05-13","1987-05-13",NA,0
"83",828,6,15,1988,"Y",474,"1988-03-19","1990-08-15",NA,878
"84",339,6,2,1988,"Y",474,"1988-03-19","1988-06-23",NA,95
"85",1571,6,1,1988,"Y",432,"1988-04-02","1992-08-18",NA,1598
"86",1645,6,5,1988,"Y",432,"1988-04-02","1993-04-23",NA,1846
"87",338,6,1,1988,"Y",432,"1988-04-02","1988-06-23",NA,81
"88",2252,6,15,1988,"Y",426,"1988-04-12","1994-08-15",NA,2316
"89",719,6,1,1988,"Y",426,"1988-04-12","1990-03-23",NA,710
"90",1020,6,3,1988,"Y",426,"1988-04-12","1990-09-07",NA,878
"91",2410,6,1,1988,"Y",426,"1988-04-12","1994-08-18",NA,2319
"92",1289,6,1,1988,"Y",419,"1988-04-13","1992-05-18",NA,1496
"93",1944,6,1,1988,"Y",419,"1988-04-13","1993-12-19",NA,2076
"94",1576,6,15,1988,"Y",429,"1988-04-14","1992-08-20",NA,1589
"95",2565,6,1,1988,"Y",429,"1988-04-14","1995-06-14",NA,2617
"96",1265,6,1,1988,"Y",425,"1988-04-15","1992-03-24",NA,1439
"97",1274,6,1,1988,"Y",425,"1988-04-15","1992-05-05",NA,1481
"98",242,6,6,1988,"Y",387,"1988-04-16","1988-04-16",NA,0
"99",265,6,6,1988,"Y",418,"1988-04-16","1988-04-16",NA,0
"100",332,6,1,1988,"Y",387,"1988-04-16","1988-06-21",NA,66
"101",716,6,1,1988,"Y",418,"1988-04-16","1990-03-12",NA,695
"102",905,6,1,1988,"Y",418,"1988-04-16","1990-08-22",NA,858
"103",251,6,6,1988,"Y",456,"1988-04-19","1988-04-19",NA,0
"104",359,6,1,1988,"Y",456,"1988-04-19","1988-07-06",NA,78
"105",247,6,6,1988,"Y",412,"1988-04-19","1988-04-19",NA,0
"106",1654,6,1,1988,"Y",456,"1988-04-19","1993-03-08",NA,1784
"107",252,6,6,1988,"Y",452,"1988-04-20","1988-04-20",NA,0
"108",2119,6,1,1988,"Y",452,"1988-04-20","1994-05-24",NA,2225
"109",281,6,6,1988,"Y",439,"1988-04-21","1988-04-21",NA,0
"110",375,6,3,1988,"Y",439,"1988-04-21","1988-07-18",NA,88
"111",2456,6,1,1988,"Y",439,"1988-04-21","1994-07-20",NA,2281
"112",244,6,6,1988,"Y",393,"1988-04-22","1988-04-22",NA,0
"113",1937,6,1,1988,"Y",460,"1988-04-22","1993-12-16",NA,2064
"114",245,6,6,1988,"Y",393,"1988-04-22","1988-04-22",NA,0
"115",246,6,6,1988,"Y",393,"1988-04-22","1988-04-22",NA,0
"116",398,6,5,1988,"Y",460,"1988-04-22","1989-04-17",NA,360
"117",243,6,6,1988,"Y",393,"1988-04-22","1988-04-22",NA,0
"118",311,6,6,1988,"Y",460,"1988-04-22","1988-04-22",NA,0
"119",347,6,6,1988,"Y",453,"1988-04-23","1988-04-23",NA,0
"120",266,6,6,1988,"Y",441,"1988-04-23","1988-04-23",NA,0
"121",361,6,6,1988,"Y",441,"1988-04-23","1988-04-23",NA,0
"122",1019,6,1,1988,"Y",441,"1988-04-23","1990-09-07",NA,867
"123",335,6,1,1988,"Y",453,"1988-04-23","1988-06-23",NA,61
"124",346,6,1,1988,"Y",453,"1988-04-23","1988-06-23",NA,61
"125",255,6,6,1988,"Y",450,"1988-04-24","1988-04-24",NA,0
"126",256,6,6,1988,"Y",450,"1988-04-24","1988-04-24",NA,0
"127",295,6,6,1988,"Y",428,"1988-04-25","1988-04-25",NA,0
"128",553,6,15,1988,"Y",428,"1988-04-25","1989-08-15",NA,477
"129",2208,6,15,1988,"Y",428,"1988-04-25","1994-08-15",NA,2303
"130",268,6,1,1988,"Y",386,"1988-04-26","1988-05-25",NA,29
"131",264,6,6,1988,"Y",385,"1988-04-26","1988-04-26",NA,0
"132",340,6,1,1988,"Y",386,"1988-04-26","1988-06-23",NA,58
"133",333,6,1,1988,"Y",385,"1988-04-26","1988-06-21",NA,56
"134",341,6,1,1988,"Y",386,"1988-04-26","1988-06-23",NA,58
"135",334,6,1,1988,"Y",385,"1988-04-26","1988-06-21",NA,56
"136",324,6,1,1988,"Y",398,"1988-04-26","1988-06-17",NA,52
"137",512,6,5,1988,"Y",427,"1988-04-28","1989-06-09",NA,407
"138",1025,6,1,1988,"Y",427,"1988-04-28","1990-09-09",NA,864
"139",1192,6,1,1988,"Y",427,"1988-04-28","1991-07-23",NA,1181
"140",696,6,1,1988,"Y",401,"1988-04-29","1989-09-25",NA,514
"141",902,6,1,1988,"Y",401,"1988-04-29","1990-08-22",NA,845
"142",285,6,6,1988,"Y",438,"1988-04-29","1988-04-29",NA,0
"143",1589,6,1,1988,"Y",438,"1988-04-29","1992-08-20",NA,1574
"144",1731,6,1,1988,"Y",438,"1988-04-29","1993-04-11",NA,1808
"145",658,6,15,1988,"Y",438,"1988-04-29","1989-08-15",NA,473
"146",262,6,6,1988,"Y",401,"1988-04-29","1988-04-29",NA,0
"147",277,6,6,1988,"Y",391,"1988-05-01","1988-05-01",NA,0
"148",250,6,6,1988,"Y",470,"1988-05-01","1988-05-01",NA,0
"149",352,6,1,1988,"Y",391,"1988-05-01","1988-06-30",NA,60
"150",282,6,6,1988,"Y",447,"1988-05-01","1988-05-01",NA,0
"151",349,6,1,1988,"Y",470,"1988-05-01","1988-06-28",NA,58
"152",863,6,1,1988,"Y",391,"1988-05-01","1990-08-01",NA,822
"153",283,6,6,1988,"Y",447,"1988-05-01","1988-05-01",NA,0
"154",783,6,1,1988,"Y",470,"1988-05-01","1990-06-22",NA,782
"155",2419,6,1,1988,"Y",433,"1988-05-02","1994-08-18",NA,2299
"156",590,6,15,1988,"Y",433,"1988-05-02","1989-08-15",NA,470
"157",1348,6,1,1988,"Y",433,"1988-05-02","1992-06-09",NA,1499
"158",355,6,1,1988,"Y",376,"1988-05-02","1988-06-30",NA,59
"159",303,6,6,1988,"Y",455,"1988-05-03","1988-05-03",NA,0
"160",691,6,1,1988,"Y",455,"1988-05-03","1989-09-25",NA,510
"161",302,6,6,1988,"Y",455,"1988-05-03","1988-05-03",NA,0
"162",358,6,1,1988,"Y",399,"1988-05-05","1988-07-03",NA,59
"163",364,6,1,1988,"Y",399,"1988-05-05","1988-07-07",NA,63
"164",327,6,3,1988,"Y",405,"1988-05-05","1988-06-18",NA,44
"165",583,6,1,1988,"Y",405,"1988-05-05","1989-08-02",NA,454
"166",1465,6,1,1988,"Y",405,"1988-05-05","1992-07-21",NA,1538
"167",351,6,1,1988,"Y",399,"1988-05-05","1988-06-29",NA,55
"168",308,6,6,1988,"Y",378,"1988-05-07","1988-05-07",NA,0
"169",309,6,6,1988,"Y",378,"1988-05-07","1988-05-07",NA,0
"170",392,6,3,1988,"Y",378,"1988-05-07","1988-08-23",NA,108
"171",278,6,6,1988,"Y",382,"1988-05-08","1988-05-08",NA,0
"172",668,6,15,1988,"Y",377,"1988-05-08","1989-08-15",NA,464
"173",382,6,1,1988,"Y",382,"1988-05-08","1988-07-21",NA,74
"174",383,6,1,1988,"Y",382,"1988-05-08","1988-07-21",NA,74
"175",286,6,6,1988,"Y",377,"1988-05-08","1988-05-08",NA,0
"176",374,6,1,1988,"Y",377,"1988-05-08","1988-07-18",NA,71
"177",273,6,6,1988,"Y",379,"1988-05-09","1988-05-09",NA,0
"178",272,6,6,1988,"Y",379,"1988-05-09","1988-05-09",NA,0
"179",362,6,1,1988,"Y",380,"1988-05-10","1988-07-06",NA,57
"180",270,6,6,1988,"Y",390,"1988-05-10","1988-05-10",NA,0
"181",274,6,6,1988,"Y",390,"1988-05-10","1988-05-10",NA,0
"182",275,6,6,1988,"Y",390,"1988-05-10","1988-05-10",NA,0
"183",305,6,1,1988,"Y",380,"1988-05-10","1988-06-08",NA,29
"184",306,6,1,1988,"Y",380,"1988-05-10","1988-06-08",NA,29
"185",299,6,6,1988,"Y",383,"1988-05-11","1988-05-11",NA,0
"186",297,6,6,1988,"Y",383,"1988-05-11","1988-05-11",NA,0
"187",298,6,6,1988,"Y",383,"1988-05-11","1988-05-11",NA,0
"188",271,6,6,1988,"Y",384,"1988-05-13","1988-05-13",NA,0
"189",386,6,1,1988,"Y",384,"1988-05-13","1988-07-26",NA,74
"190",434,6,15,1988,"Y",430,"1988-05-17","1989-08-15",NA,455
"191",1735,6,1,1988,"Y",430,"1988-05-17","1993-06-12",NA,1852
"192",296,6,6,1988,"Y",430,"1988-05-17","1988-05-17",NA,0
"193",312,6,6,1988,"Y",381,"1988-05-19","1988-05-19",NA,0
"194",313,6,6,1988,"Y",381,"1988-05-19","1988-05-19",NA,0
"195",314,6,6,1988,"Y",381,"1988-05-19","1988-05-19",NA,0
"196",289,6,6,1988,"Y",389,"1988-05-20","1988-05-20",NA,0
"197",290,6,6,1988,"Y",389,"1988-05-20","1988-05-20",NA,0
"198",291,6,6,1988,"Y",389,"1988-05-20","1988-05-20",NA,0
"199",353,6,6,1988,"Y",465,"1988-05-20","1988-05-20",NA,0
"200",354,6,6,1988,"Y",465,"1988-05-20","1988-05-20",NA,0
"201",318,6,1,1988,"Y",392,"1988-05-21","1988-06-15",NA,25
"202",319,6,6,1988,"Y",392,"1988-05-21","1988-05-21",NA,0
"203",573,6,15,1988,"Y",392,"1988-05-21","1989-08-15",NA,451
"204",342,6,6,1988,"Y",421,"1988-05-25","1988-05-25",NA,0
"205",343,6,6,1988,"Y",421,"1988-05-25","1988-05-25",NA,0
"206",344,6,6,1988,"Y",421,"1988-05-25","1988-05-25",NA,0
"207",345,6,6,1988,"Y",421,"1988-05-25","1988-05-25",NA,0
"208",292,6,6,1988,"Y",462,"1988-05-29","1988-05-29",NA,0
"209",293,6,6,1988,"Y",462,"1988-05-29","1988-05-29",NA,0
"210",294,6,6,1988,"Y",462,"1988-05-29","1988-05-29",NA,0
"211",1241,6,1,1988,"Y",388,"1988-06-02","1991-08-21",NA,1175
"212",387,6,1,1988,"Y",388,"1988-06-02","1988-07-27",NA,55
"213",704,6,1,1989,"Y",588,"1989-03-12","1989-09-26",NA,197
"214",544,6,1,1989,"Y",588,"1989-03-12","1989-06-30",NA,109
"215",698,6,1,1989,"Y",588,"1989-03-12","1989-09-25",NA,196
"216",401,6,6,1989,"Y",540,"1989-03-22","1989-03-22",NA,0
"217",603,6,15,1989,"Y",526,"1989-03-22","1989-08-15",NA,145
"218",403,6,6,1989,"Y",545,"1989-03-24","1989-03-24",NA,0
"219",685,6,1,1989,"Y",545,"1989-03-24","1989-08-30",NA,158
"220",408,6,6,1989,"Y",541,"1989-03-25","1989-03-25",NA,0
"221",409,6,6,1989,"Y",541,"1989-03-25","1989-03-25",NA,0
"222",1655,6,1,1989,"Y",542,"1989-03-26","1992-11-22",NA,1337
"223",540,6,1,1989,"Y",542,"1989-03-26","1989-06-29",NA,94
"224",632,6,1,1989,"Y",542,"1989-03-26","1989-08-08",NA,134
"225",1307,6,3,1989,"Y",611,"1989-03-28","1992-06-10",NA,1169
"226",435,6,6,1989,"Y",557,"1989-03-28","1989-03-28",NA,0
"227",684,6,1,1989,"Y",557,"1989-03-28","1989-08-30",NA,154
"228",514,6,1,1989,"Y",549,"1989-03-28","1989-06-12",NA,75
"229",686,6,1,1989,"Y",557,"1989-03-28","1989-08-30",NA,154
"230",522,6,1,1989,"Y",549,"1989-03-28","1989-06-15",NA,78
"231",547,6,1,1989,"Y",549,"1989-03-28","1989-07-02",NA,95
"232",607,6,15,1989,"Y",611,"1989-03-28","1989-08-15",NA,139
"233",630,6,1,1989,"Y",487,"1989-03-30","1989-08-08",NA,130
"234",631,6,15,1989,"Y",487,"1989-03-30","1989-08-15",NA,137
"235",629,6,1,1989,"Y",487,"1989-03-30","1989-08-08",NA,130
"236",555,6,1,1989,"Y",563,"1989-04-01","1989-07-09",NA,98
"237",591,6,15,1989,"Y",559,"1989-04-01","1989-08-15",NA,135
"238",1245,6,15,1989,"Y",563,"1989-04-01","1991-08-31",NA,881
"239",625,6,1,1989,"Y",559,"1989-04-01","1989-08-08",NA,128
"240",502,6,1,1989,"Y",577,"1989-04-01","1989-05-26",NA,54
"241",545,6,1,1989,"Y",577,"1989-04-01","1989-06-30",NA,89
"242",541,6,3,1989,"Y",563,"1989-04-01","1989-06-29",NA,88
"243",589,6,15,1989,"Y",577,"1989-04-01","1989-08-15",NA,135
"244",412,6,6,1989,"Y",561,"1989-04-03","1989-04-03",NA,0
"245",413,6,6,1989,"Y",561,"1989-04-03","1989-04-03",NA,0
"246",414,6,6,1989,"Y",561,"1989-04-03","1989-04-03",NA,0
"247",556,6,1,1989,"Y",544,"1989-04-05","1989-07-09",NA,95
"248",551,6,1,1989,"Y",605,"1989-04-05","1989-06-13",NA,69
"249",608,6,1,1989,"Y",605,"1989-04-05","1989-08-07",NA,124
"250",417,6,6,1989,"Y",544,"1989-04-05","1989-04-05",NA,0
"251",418,6,6,1989,"Y",544,"1989-04-05","1989-04-05",NA,0
"252",451,6,6,1989,"Y",605,"1989-04-05","1989-04-05",NA,0
"253",423,6,6,1989,"Y",493,"1989-04-07","1989-04-07",NA,0
"254",426,6,6,1989,"Y",493,"1989-04-07","1989-04-07",NA,0
"255",427,6,6,1989,"Y",493,"1989-04-07","1989-04-07",NA,0
"256",511,6,3,1989,"Y",594,"1989-04-07","1989-06-08",NA,62
"257",690,6,1,1989,"Y",594,"1989-04-07","1989-09-24",NA,170
"258",503,6,3,1989,"Y",552,"1989-04-07","1989-05-28",NA,51
"259",507,6,1,1989,"Y",552,"1989-04-07","1989-06-04",NA,58
"260",594,6,1,1989,"Y",552,"1989-04-07","1989-08-05",NA,120
"261",407,6,6,1989,"Y",547,"1989-04-08","1989-04-08",NA,0
"262",733,6,1,1989,"Y",523,"1989-04-08","1990-05-16",NA,403
"263",1220,6,1,1989,"Y",523,"1989-04-08","1991-08-15",NA,859
"264",1575,6,15,1989,"Y",523,"1989-04-08","1992-08-31",NA,1241
"265",416,6,15,1989,"Y",535,"1989-04-08","1989-08-23",NA,137
"266",531,6,1,1989,"Y",535,"1989-04-08","1989-06-22",NA,75
"267",432,6,6,1989,"Y",480,"1989-04-08","1989-04-08",NA,0
"268",563,6,1,1989,"Y",535,"1989-04-08","1989-07-21",NA,104
"269",433,6,6,1989,"Y",480,"1989-04-08","1989-04-08",NA,0
"270",622,6,15,1989,"Y",507,"1989-04-08","1989-08-15",NA,129
"271",405,6,6,1989,"Y",547,"1989-04-08","1989-04-08",NA,0
"272",559,6,1,1989,"Y",480,"1989-04-08","1989-07-16",NA,99
"273",623,6,1,1989,"Y",507,"1989-04-08","1989-08-08",NA,122
"274",406,6,6,1989,"Y",547,"1989-04-08","1989-04-08",NA,0
"275",449,6,6,1989,"Y",504,"1989-04-09","1989-04-09",NA,0
"276",450,6,6,1989,"Y",504,"1989-04-09","1989-04-09",NA,0
"277",585,6,1,1989,"Y",504,"1989-04-09","1989-08-03",NA,116
"278",441,6,6,1989,"Y",520,"1989-04-10","1989-04-10",NA,0
"279",421,6,6,1989,"Y",478,"1989-04-10","1989-04-10",NA,0
"280",510,6,6,1989,"Y",520,"1989-04-10","1989-04-10",NA,0
"281",422,6,6,1989,"Y",478,"1989-04-10","1989-04-10",NA,0
"282",439,6,6,1989,"Y",484,"1989-04-10","1989-04-10",NA,0
"283",518,6,1,1989,"Y",520,"1989-04-10","1989-06-13",NA,64
"284",600,6,15,1989,"Y",478,"1989-04-10","1989-08-15",NA,127
"285",440,6,6,1989,"Y",484,"1989-04-10","1989-04-10",NA,0
"286",504,6,6,1989,"Y",606,"1989-04-10","1989-04-10",NA,0
"287",436,6,6,1989,"Y",546,"1989-04-11","1989-04-11",NA,0
"288",508,6,1,1989,"Y",546,"1989-04-11","1989-06-04",NA,54
"289",526,6,1,1989,"Y",546,"1989-04-11","1989-06-19",NA,69
"290",458,6,6,1989,"Y",609,"1989-04-11","1989-04-11",NA,0
"291",652,6,15,1989,"Y",609,"1989-04-11","1989-08-15",NA,126
"292",706,6,1,1989,"Y",609,"1989-04-11","1989-09-26",NA,168
"293",442,6,6,1989,"Y",600,"1989-04-12","1989-04-12",NA,0
"294",443,6,6,1989,"Y",600,"1989-04-12","1989-04-12",NA,0
"295",444,6,6,1989,"Y",600,"1989-04-12","1989-04-12",NA,0
"296",592,6,15,1989,"Y",528,"1989-04-13","1989-08-23",NA,132
"297",557,6,1,1989,"Y",554,"1989-04-13","1989-07-09",NA,87
"298",462,6,6,1989,"Y",506,"1989-04-13","1989-04-13",NA,0
"299",482,6,6,1989,"Y",495,"1989-04-13","1989-04-13",NA,0
"300",569,6,1,1989,"Y",554,"1989-04-13","1989-07-25",NA,103
"301",575,6,15,1989,"Y",506,"1989-04-13","1989-08-15",NA,124
"302",483,6,6,1989,"Y",495,"1989-04-13","1989-04-13",NA,0
"303",572,6,1,1989,"Y",554,"1989-04-13","1989-07-26",NA,104
"304",663,6,15,1989,"Y",506,"1989-04-13","1989-08-15",NA,124
"305",635,6,1,1989,"Y",495,"1989-04-13","1989-08-08",NA,117
"306",703,6,1,1989,"Y",533,"1989-04-13","1989-09-26",NA,166
"307",904,6,1,1989,"Y",533,"1989-04-13","1990-08-22",NA,496
"308",1200,6,1,1989,"Y",533,"1989-04-13","1991-08-05",NA,844
"309",470,6,6,1989,"Y",528,"1989-04-13","1989-04-13",NA,0
"310",495,6,7,1989,"Y",528,"1989-04-13","1989-05-24",NA,41
"311",459,6,6,1989,"Y",534,"1989-04-15","1989-04-15",NA,0
"312",533,6,1,1989,"Y",534,"1989-04-15","1989-06-22",NA,68
"313",564,6,1,1989,"Y",534,"1989-04-15","1989-07-21",NA,97
"314",539,6,1,1989,"Y",556,"1989-04-16","1989-06-29",NA,74
"315",491,6,6,1989,"Y",582,"1989-04-16","1989-04-16",NA,0
"316",492,6,6,1989,"Y",582,"1989-04-16","1989-04-16",NA,0
"317",493,6,6,1989,"Y",582,"1989-04-16","1989-04-16",NA,0
"318",486,6,6,1989,"Y",556,"1989-04-16","1989-04-16",NA,0
"319",673,6,15,1989,"Y",490,"1989-04-16","1989-08-15",NA,121
"320",487,6,6,1989,"Y",556,"1989-04-16","1989-04-16",NA,0
"321",674,6,1,1989,"Y",490,"1989-04-16","1989-08-12",NA,118
"322",488,6,6,1989,"Y",595,"1989-04-17","1989-04-17",NA,0
"323",523,6,1,1989,"Y",595,"1989-04-17","1989-06-15",NA,59
"324",534,6,1,1989,"Y",494,"1989-04-18","1989-06-24",NA,67
"325",560,6,1,1989,"Y",486,"1989-04-18","1989-07-16",NA,89
"326",1874,6,5,1989,"Y",531,"1989-04-18","1993-08-18",NA,1583
"327",637,6,15,1989,"Y",486,"1989-04-18","1989-08-15",NA,119
"328",535,6,3,1989,"Y",598,"1989-04-19","1989-06-24",NA,66
"329",469,6,15,1989,"Y",593,"1989-04-19","1989-08-15",NA,118
"330",452,6,6,1989,"Y",521,"1989-04-19","1989-04-19",NA,0
"331",577,6,1,1989,"Y",598,"1989-04-19","1989-06-19",NA,61
"332",683,6,6,1989,"Y",593,"1989-04-19","1989-04-19",NA,0
"333",453,6,6,1989,"Y",521,"1989-04-19","1989-04-19",NA,0
"334",1252,6,15,1989,"Y",598,"1989-04-19","1992-05-15",NA,1122
"335",711,6,1,1989,"Y",593,"1989-04-19","1989-09-27",NA,161
"336",454,6,6,1989,"Y",521,"1989-04-19","1989-04-19",NA,0
"337",463,6,6,1989,"Y",502,"1989-04-19","1989-04-19",NA,0
"338",576,6,15,1989,"Y",502,"1989-04-19","1989-08-15",NA,118
"339",707,6,15,1989,"Y",527,"1989-04-20","1990-05-15",NA,390
"340",499,6,6,1989,"Y",607,"1989-04-20","1989-04-20",NA,0
"341",500,6,15,1989,"Y",607,"1989-04-20","1989-08-15",NA,117
"342",438,6,6,1989,"Y",589,"1989-04-20","1989-04-20",NA,0
"343",446,6,6,1989,"Y",505,"1989-04-20","1989-04-20",NA,0
"344",445,6,6,1989,"Y",589,"1989-04-20","1989-04-20",NA,0
"345",447,6,6,1989,"Y",505,"1989-04-20","1989-04-20",NA,0
"346",532,6,1,1989,"Y",516,"1989-04-21","1989-06-22",NA,62
"347",568,6,1,1989,"Y",516,"1989-04-21","1989-07-25",NA,95
"348",456,6,6,1989,"Y",585,"1989-04-21","1989-04-21",NA,0
"349",457,6,6,1989,"Y",585,"1989-04-21","1989-04-21",NA,0
"350",476,6,1,1989,"Y",585,"1989-04-21","1989-05-22",NA,31
"351",528,6,1,1989,"Y",516,"1989-04-21","1989-06-19",NA,59
"352",1178,6,1,1989,"Y",602,"1989-04-22","1991-07-01",NA,800
"353",1620,6,1,1989,"Y",602,"1989-04-22","1992-09-04",NA,1231
"354",472,6,6,1989,"Y",514,"1989-04-23","1989-04-23",NA,0
"355",473,6,6,1989,"Y",514,"1989-04-23","1989-04-23",NA,0
"356",561,6,1,1989,"Y",514,"1989-04-23","1989-07-17",NA,85
"357",471,6,6,1989,"Y",497,"1989-04-24","1989-04-24",NA,0
"358",562,6,1,1989,"Y",524,"1989-04-24","1989-07-21",NA,88
"359",496,6,6,1989,"Y",501,"1989-04-24","1989-04-24",NA,0
"360",643,6,1,1989,"Y",497,"1989-04-24","1989-08-09",NA,107
"361",636,6,1,1989,"Y",501,"1989-04-24","1989-08-08",NA,106
"362",666,6,1,1989,"Y",501,"1989-04-24","1989-08-11",NA,109
"363",519,6,1,1989,"Y",524,"1989-04-24","1989-06-13",NA,50
"364",645,6,15,1989,"Y",497,"1989-04-24","1989-08-15",NA,113
"365",554,6,6,1989,"Y",524,"1989-04-24","1989-04-24",NA,0
